source,compute_flops,n_params,n_tokens,hex_color,loss_colorbar_cal,loss_epoch_ai
chinchilla_fig4_left,9.63860699826941e+20,1394567570.8228397,115192302855.8394,#611f53,2.28974,2.331416878272676
chinchilla_fig4_left,9.741044449602381e+20,1234891856.901794,131469601908.32115,#611f53,2.28974,2.331416878272676
chinchilla_fig4_left,1.3817621538028637e+20,476679764.63736165,48312034490.42467,#871e5b,2.51252,2.554520985765487
chinchilla_fig4_left,1.8304726001183067e+20,572354081.4240062,53302453251.90208,#7f1e5a,2.46635,2.5052520841348382
chinchilla_fig4_left,2.1924919479055955e+20,647836450.1118513,56405490087.48154,#7a1f59,2.43601,2.475404538069587
chinchilla_fig4_left,4.084039535801315e+20,1115514453.1609178,61018775152.40905,#6b1f56,2.3472,2.387978623765955
chinchilla_fig4_left,2.95348898375884e+20,796526546.2200737,61799341942.30892,#751f58,2.40606,2.445912595343321
chinchilla_fig4_left,1.4993699552177333e+21,1958023099.4142752,127626171831.70245,#561e4f,2.21982,2.265984744495722
chinchilla_fig4_left,1.2968269395967837e+21,1688579331.837331,127999803853.42784,#591e50,2.24057,2.286445840825226
chinchilla_fig4_left,1.7952944398483482e+21,2227468016.6266284,134329982626.58319,#531e4d,2.20609,2.249076295522973
chinchilla_fig4_left,2.308452843731562e+21,2574680612.0555935,149432958332.93808,#4e1d4b,2.17887,2.2222808250152344
chinchilla_fig4_left,2.621383688404444e+21,2907321497.4732943,150274842937.1987,#4c1d4b,2.16538,2.21231255030845
chinchilla_fig4_left,1.2957787002989906e+22,6631107226.954843,325681834609.201,#34193d,2.02856,2.0773942450664395
